BLOCKID|PLACEFP
480799501002026|49464
480799501002027|49464
480799501002028|49464
480799501002029|49464
480799501002030|49464
480799501002031|49464
480799501002032|49464
480799501002033|49464
480799501002034|49464
480799501002035|49464
480799501002036|49464
480799501002037|49464
480799501002038|49464
480799501002039|
480799501002040|49464
480799501002041|49464
480799501002042|49464
480799501002043|49464
480799501002044|49464
480799501002045|49464
480799501002046|49464
480799501002047|49464
480799501002048|
480799501002049|
480799501002050|
480799501002051|
480799501002052|49464
480799501002053|
480799501002054|49464
480799501002055|49464
480799501002056|49464
480799501002057|49464
480799501002058|49464
480799501002059|49464
480799501002060|49464
480799501002061|49464
480799501002062|49464
480799501002063|49464
480799501002064|49464
480799501002065|49464
480799501002066|49464
480799501002067|49464
480799501002068|49464
480799501002069|49464
480799501002070|49464
480799501002071|49464
480799501002072|49464
480799501002073|49464
480799501002074|49464
480799501002075|49464
480799501002076|49464
480799501002077|49464
480799501002078|49464
480799501002079|49464
480799501002080|49464
480799501002081|49464
480799501002082|49464
480799501002083|49464
480799501002084|49464
480799501002085|49464
480799501002086|49464
480799501002087|49464
480799501002088|49464
480799501002089|49464
480799501002090|49464
480799501002091|49464
480799501002092|49464
480799501002093|49464
480799501002094|49464
480799501002095|49464
480799501002096|49464
480799501002097|49464
480799501002098|49464
480799501002099|49464
480799501002100|49464
480799501002101|49464
480799501002102|49464
480799501002103|49464
480799501002104|49464
480799501002105|49464
480799501002106|49464
480799501002107|49464
480799501002108|49464
480799501002109|49464
480799501002110|49464
480799501002111|49464
480799501002112|49464
480799501002113|49464
480799501002114|49464
480799501002115|49464
480799501002116|49464
480799501002117|49464
480799501002118|49464
480799501002119|49464
480799501002120|
480799501002121|
480799501002122|49464
480799501002123|49464
480799501002124|49464
480799501002125|49464
480799501002126|49464
480799501002127|49464
480799501002128|49464
480799501002129|49464
480799501002130|49464
480799501002131|49464
480799501002132|49464
480799501002133|49464
480799501002134|49464
480799501002135|49464
480799501002136|
480799501002137|
480799501002138|49464
480799501002139|49464
480799501002140|
480799501003000|
480799501003001|
480799501003002|49464
480799501003003|49464
480799501003004|49464
480799501003005|49464
480799501003006|49464
480799501003007|
480799501003008|
480799501003009|49464
480799501003010|49464
480799501003011|49464
480799501003012|49464
480799501003013|49464
480799501003014|49464
480799501003015|49464
480799501003016|49464
480799501003017|49464
480799501003018|49464
480799501003019|49464
480799501003020|49464
480799501003021|49464
480799501003022|49464
480799501003023|49464
480799501003024|49464
480799501003025|49464
480799501003026|49464
480799501003027|49464
480799501003028|49464
480799501003029|49464
480799501003030|49464
480799501003031|49464
480799501003032|49464
480799501003033|49464
480799501003034|49464
480799501003035|49464
480799501003036|49464
480799501003037|49464
480799501003038|49464
480799501003039|49464
480799501003040|49464
480799501003041|49464
480799501003042|49464
480799501003043|49464
480799501003044|49464
480799501003045|49464
480799501003046|49464
480799501003047|49464
480799501003048|49464
480799501003049|49464
480799501003050|49464
480799501003051|49464
480799501003052|49464
480799501003053|49464
480799501003054|49464
480799501003055|49464
480799501003056|49464
480799501003057|49464
480799501003058|49464
480799501003059|49464
480799501003060|49464
480799501003061|49464
480799501003062|49464
480799501003063|49464
480799501003064|49464
480799501003065|49464
480799501003066|49464
480799501003067|49464
480799501003068|49464
480799501003069|49464
480799501003070|49464
480799501003071|49464
480799501003072|49464
480799501003073|49464
480799501003074|49464
480799501003075|49464
480799501003076|49464
480799501003077|49464
480799501003078|49464
480799501003079|49464
480799501003080|49464
480799501003081|49464
480799501003082|49464
480799501003083|49464
480799501003084|49464
480799501003085|49464
480799501003086|49464
480799501003087|
480799501003088|
480799501003089|
480799501003090|
480799501003091|
480799501003092|49464
480799501003093|49464
480799501003094|49464
480819501001000|
480819501001001|
480819501001002|
480819501001003|
480819501001004|
480819501001005|
480819501001006|
480819501001007|
480819501001008|
480819501001009|
480819501001010|
480819501001011|
480819501001012|
480819501001013|
480819501001014|
480819501001015|
480819501001016|
480819501001017|
480819501001018|
480819501001019|
480819501001020|
480819501001021|
480819501001022|
480819501001023|08488
480819501001024|08488
480819501001025|08488
480819501001026|
480819501001027|
480819501001028|08488
480819501001029|08488
480819501001030|08488
480819501001031|
480819501001032|
480819501001033|
480819501001034|
480819501001035|
480819501001036|
480819501001037|
480819501001038|
480819501001039|
480819501001040|
480819501001041|
480819501001042|
480819501001043|
480819501001044|
480819501001045|
480819501001046|
480819501001047|
480819501001048|
480819501001049|
480819501001050|
480819501001051|
480819501001052|
480819501001053|
480819501001054|
480819501001055|
480819501001056|
480819501001057|
480819501001058|
480819501001059|
480819501001060|
480819501001061|
480819501001062|
480819501001063|
480819501001064|
480819501001065|
480819501001066|
480819501001067|
480819501001068|
480819501001069|
480819501001070|
480819501001071|
480819501001072|
480819501001073|
480819501001074|
480819501001075|
480819501001076|
480819501001077|
480819501001078|
480819501001079|
480819501001080|
480819501001081|
480819501001082|
480819501001083|
480819501001084|
480819501001085|
480819501001086|
480819501001087|
480819501001088|
480819501001089|
480819501001090|
480819501001091|
480819501001092|
480819501001093|
480819501001094|
480819501001095|
480819501001096|
480819501001097|
480819501001098|
480819501001099|
480819501001100|
480819501001101|
480819501001102|
480819501001103|
480819501001104|
480819501001105|
480819501001106|
480819501001107|
480819501001108|
480819501001109|
480819501001110|
480819501001111|
480819501001112|10528
480819501001113|10528
480819501001114|
480819501001115|
480819501001116|
480819501001117|
480819501001118|10528
480819501001119|
480819501001120|
480819501001121|
480819501001122|
480819501001123|
480819501001124|10528
480819501001125|
480819501001126|
480819501001127|10528
480819501001128|10528
480819501001129|10528
480819501001130|10528
480819501001131|
480819501001132|
480819501001133|
480819501001134|
480819501001135|
480819501001136|
480819501001137|
480819501001138|
480819501001139|
480819501001140|
480819501001141|
480819501001142|
480819501001143|
480819501001144|
480819501001145|
480819501001146|
480819501001147|
480819501001148|
480819501001149|
480819501001150|
480819501001151|
480819501001152|
480819501001153|
480819501001154|
480819501001155|
480819501001156|
480819501001157|
480819501001158|
480819501001159|
480819501001160|
480819501001161|
480819501001162|
480819501001163|
480819501001164|
480819501001165|
480819501001166|
480819501001167|
480819501001168|
480819501001169|
480819501001170|
480819501001171|
480819501001172|
480819501001173|
480819501001174|
480819501001175|
480819501001176|
480819501001177|
480819501001178|
480819501001179|
480819501001180|
480819501001181|
480819501001182|
480819501001183|
480819501001184|
480819501001185|
480819501001186|
480819501001187|
480819501001188|
480819501001189|
480819501001190|
480819501001191|
480819501001192|
480819501001193|
480819501001194|
480819501001195|
480819501001196|
480819501001197|
480819501001198|
480819501001199|
480819501001200|
480819501001201|10528
480819501001202|10528
480819501001203|10528
480819501001204|
480819501001205|10528
480819501001206|10528
480819501001207|08488
480819501001208|08488
480819501001209|08488
480819501001210|08488
480819501001211|
480819501002000|
480819501002001|
480819501002002|
480819501002003|
480819501002004|
480819501002005|10528
480819501002006|10528
480819501002007|10528
480819501002008|10528
480819501002009|10528
480819501002010|10528
480819501002011|10528
480819501002012|10528
480819501002013|10528
480819501002014|10528
480819501002015|10528
480819501002016|10528
480819501002017|10528
480819501002018|10528
480819501002019|10528
480819501002020|10528
480819501002021|10528
480819501002022|10528
480819501002023|10528
480819501002024|10528
480819501002025|10528
480819501002026|10528
480819501002027|10528
480819501002028|10528
480819501002029|10528
480819501002030|10528
480819501002031|10528
480819501002032|10528
480819501002033|10528
480819501002034|10528
480819501002035|10528
480819501002036|10528
480819501002037|10528
480819501002038|10528
480819501002039|10528
480819501002040|10528
480819501002041|10528
480819501002042|10528
480819501002043|10528
480819501002044|10528
480819501002045|10528
480819501002046|10528
480819501002047|10528
480819501002048|10528
480819501002049|10528
480819501002050|10528
480819501002051|10528
480819501002052|10528
480819501002053|10528
480819501002054|10528
480819501002055|10528
480819501002056|10528
480819501002057|10528
480819501002058|10528
480819501002059|10528
480819501002060|10528
480819501002061|10528
480819501002062|10528
480819501002063|10528
480819501002064|10528
480819501002065|10528
480819501002066|10528
480819501002067|10528
480819501002068|10528
480819501002069|10528
480819501002070|10528
480819501002071|10528
480819501002072|10528
480819501002073|10528
480819501002074|10528
480819501002075|10528
480819501002076|10528
480819501002077|10528
480819501002078|10528
480819501002079|10528
480819501002080|10528
480819501002081|10528
480819501002082|10528
480819501002083|10528
480819501002084|
480819501002085|10528
480819501002086|10528
480819501002087|10528
480819501002088|10528
480819501002089|10528
480819501002090|10528
480819501002091|10528
480819501002092|10528
480819501002093|10528
480819501002094|10528
480819501002095|10528
480819501002096|10528
480819501002097|10528
480819501002098|10528
480819501002099|
480819501002100|
480819501002101|10528
480819501002102|10528
480819501002103|10528
480819501002104|10528
480819502001000|62564
480819502001001|62564
480819502001002|62564
480819502001003|62564
480819502001004|62564
480819502001005|62564
480819502001006|62564
480819502001007|62564
480819502001008|62564
480819502001009|62564
480819502001010|62564
480819502001011|62564
480819502001012|62564
480819502001013|62564
480819502001014|62564
480819502001015|62564
480819502001016|62564
480819502001017|62564
480819502001018|62564
480819502001019|62564
480819502001020|62564
480819502001021|62564
480819502001022|62564
480819502001023|62564
480819502001024|62564
480819502001025|62564
480819502001026|62564
480819502001027|62564
480819502001028|62564
480819502001029|62564
480819502001030|
480819502001031|
480819502001032|62564
480819502001033|62564
480819502001034|62564
480819502001035|62564
480819502001036|62564
480819502001037|62564
480819502001038|62564
480819502001039|62564
480819502001040|62564
480819502001041|62564
480819502001042|62564
480819502001043|62564
480819502001044|62564
480819502001045|62564
480819502001046|62564
480819502001047|62564
480819502001048|62564
480819502001049|62564
480819502001050|
480819502001051|
480819502001052|62564
480819502001053|62564
480819502001054|62564
480819502001055|62564
480819502001056|62564
480819502001057|62564
480819502001058|62564
480819502001059|62564
480819502001060|62564
480819502001061|62564
480819502001062|62564
480819502001063|62564
480819502001064|62564
480819502001065|62564
480819502001066|62564
480819502001067|62564
480819502001068|62564
480819502001069|62564
480819502001070|62564
480819502001071|62564
480819502001072|62564
480819502001073|62564
480819502001074|62564
480819502001075|62564
480819502001076|62564
480819502001077|62564
480819502001078|62564
480819502001079|62564
480819502001080|62564
480819502001081|62564
480819502001082|62564
480819502001083|62564
480819502001084|62564
480819502001085|62564
480819502001086|
480819502001087|
480819502001088|62564
480819502001089|62564
480819502001090|62564
480819502001091|62564
480819502001092|
480819502001093|
480819502001094|62564
480819502001095|
480819502001096|62564
480819502001097|62564
480819502001098|62564
480819502001099|62564
480819502001100|62564
480819502001101|62564
480819502001102|62564
480819502001103|62564
480819502001104|62564
480819502001105|62564
480819502001106|62564
480819502001107|62564
480819502001108|62564
480819502001109|62564
480819502001110|62564
480819502001111|62564
480819502001112|62564
480819502001113|62564
480819502001114|62564
480819502001115|62564
480819502001116|62564
480819502001117|62564
480819502001118|62564
480819502001119|62564
480819502001120|62564
480819502001121|62564
480819502001122|62564
480819502001123|62564
480819502001124|62564
480819502001125|62564
480819502001126|62564
480819502001127|62564
480819502001128|62564
480819502001129|62564
480819502001130|62564
480819502001131|62564
480819502001132|62564
480819502001133|
480819502001134|
480819502001135|62564
480819502001136|
480819502001137|62564
480819502002000|
480819502002001|
480819502002002|
480819502002003|
480819502002004|
480819502002005|
480819502002006|
480819502002007|
480819502002008|
480819502002009|
480819502002010|
480819502002011|
480819502002012|
480819502002013|
480819502002014|
480819502002015|
480819502002016|
480819502002017|
480819502002018|
480819502002019|
480819502002020|
480819502002021|
480819502002022|
480819502002023|
480819502002024|
480819502002025|
480819502002026|
480819502002027|
480819502002028|
480819502002029|
480819502002030|
480819502002031|
480819502002032|
480819502002033|
480819502002034|
480819502002035|
480819502002036|
480819502002037|
480819502002038|
480819502002039|
480819502002040|
480819502002041|
480819502002042|
480819502002043|
480819502002044|
480819502002045|
480819502002046|
480819502002047|
480819502002048|
480819502002049|
480819502002050|
480819502002051|
480819502002052|
480819502002053|
480819502002054|
480819502002055|
480819502002056|
480819502002057|
480819502002058|
480819502002059|
480819502002060|
480819502002061|
480819502002062|
480819502002063|
480819502002064|
480819502002065|
480819502002066|
480819502002067|
480819502002068|
480819502002069|
480819502002070|
480819502002071|
480819502002072|
480819502002073|
480819502002074|
480819502002075|
480819502002076|
480819502002077|
480819502002078|
480819502002079|
480819502002080|
480819502002081|
480819502002082|
480819502002083|
480819502002084|
480819502002085|
480819502002086|
480819502002087|
480819502002088|
480819502002089|
480819502002090|
480819502002091|
480819502002092|
480819502002093|
480819502002094|
480819502002095|
480819502002096|
480819502002097|
480819502002098|
480819502002099|
480819502002100|
480819502002101|
480819502002102|
480819502002103|
480819502002104|
480819502002105|
480819502002106|
480819502002107|
480819502002108|
480819502002109|
480819502002110|
480819502002111|
480819502002112|
480819502002113|
480819502002114|
480819502002115|
480819502002116|
480819502002117|
480819502002118|
480819502002119|
480819502002120|
480819502002121|
480819502002122|
480819502002123|
480819502002124|
480819502002125|
480819502002126|
480819502002127|
480819502002128|
480819502002129|
480819502002130|
480819502002131|
480819502002132|
480819502002133|
480819502002134|
480819502002135|
480819502002136|
480819502002137|
480819502002138|
480819502002139|
480819502002140|
480819502002141|
480819502002142|
480819502002143|
480819502002144|
480819502002145|
480819502002146|
480819502002147|
480819502002148|
480819502002149|
480819502002150|
480819502002151|
480819502002152|
480819502002153|
480819502002154|
480819502002155|
480819502002156|
480819502002157|
480819502002158|
480819502002159|
480819502002160|
480819502002161|
480819502002162|
480819502002163|
480819502002164|
480819502002165|
480819502002166|
480819502002167|
480819502002168|
480819502002169|
480819502002170|
480819502002171|
480819502002172|
480819502002173|
480819502002174|
480819502002175|
480819502002176|
480819502002177|
480819502002178|
480819502002179|
480819502002180|
480819502002181|
480819502002182|
480819502002183|
480819502002184|
480819502002185|
480819502002186|
480819502002187|
480819502002188|
480819502002189|
480819502002190|
480819502002191|
480819502002192|
480819502002193|
480819502002194|
480819502002195|
480819502002196|
480819502002197|
480819502002198|
480819502002199|
480819502002200|
480819502002201|
480819502002202|
480819502002203|
480819502002204|
480819502002205|
480819502002206|
480819502002207|
480819502002208|
480819502002209|
480819502002210|
480819502002211|
480819502002212|62564
480819502002213|62564
480819502002214|62564
480819502002215|62564
480819502002216|
480819502002217|
480819502002218|62564
480819502002219|
480819502002220|
480819502002221|
480819502002222|62564
480819502002223|
480819502002224|
480819502002225|
480819502002226|
480819502002227|
480819502002228|
480819502002229|
480819502002230|
480819502002231|
480819502002232|62564
480819502002233|
480819502002234|
480819502002235|
480819502002236|
480819502002237|
480819502002238|
480819502002239|
480819502002240|
480819502002241|
480819502002242|
480819502002243|
480819502002244|
480819502002245|
480819502002246|
480819502002247|
480819502002248|
480819502002249|
480819502002250|
480819502002251|62564
480819502002252|
480819502002253|62564
480819502002254|
480819502002255|
480819502002256|
480819502002257|
480819502002258|
480819502002259|
480819502002260|
480819502002261|
480819502002262|62564
480819502002263|62564
480819502002264|62564
480819502002265|
480819502002266|
480819502002267|
480819502002268|
480819502002269|
480819502002270|
480819502002271|
480819502002272|
480819502002273|
480819502002274|
480819502002275|
480819502002276|
480819502002277|
480819502002278|
480819502002279|
480819502002280|
480819502002281|
480819502002282|
480819502002283|
480819502002284|
480819502002285|
480819502002286|
480819502002287|
480819502002288|
480819502002289|
480819502002290|
480819502002291|
480819502002292|
480839503001000|
480839503001001|
480839503001002|15916
480839503001003|
480839503001004|
480839503001005|
480839503001006|
480839503001007|15916
480839503001008|15916
480839503001009|15916
480839503001010|15916
480839503001011|15916
480839503001012|15916
480839503001013|15916
480839503001014|15916
480839503001015|15916
480839503001016|15916
480839503001017|15916
480839503001018|15916
480839503001019|15916
480839503001020|15916
480839503001021|15916
480839503001022|15916
480839503001023|15916
480839503001024|15916
480839503001025|15916
480839503001026|15916
480839503001027|15916
480839503001028|15916
480839503001029|15916
480839503001030|15916
480839503001031|15916
480839503001032|15916
480839503001033|15916
480839503001034|15916
480839503001035|15916
480839503001036|15916
480839503001037|15916
480839503001038|15916
480839503001039|15916
480839503001040|15916
480839503001041|15916
480839503001042|15916
480839503001043|15916
480839503001044|15916
480839503001045|15916
480839503001046|15916
480839503001047|15916
480839503001048|15916
480839503001049|15916
480839503001050|15916
480839503001051|15916
480839503001052|15916
480839503001053|15916
480839503001054|15916
480839503001055|15916
480839503001056|15916
480839503001057|15916
480839503001058|15916
480839503001059|15916
480839503001060|15916
480839503001061|15916
480839503001062|15916
480839503001063|15916
480839503001064|15916
480839503001065|15916
480839503001066|
480839503001067|
480839503001068|15916
480839503001069|
480839503001070|
480839503001071|
480839503001072|15916
480839503001073|15916
480839503001074|15916
480839503001075|15916
480839503001076|15916
480839503001077|
480839503001078|15916
480839503001079|15916
480839503001080|15916
480839503001081|
480839503001082|15916
480839503002000|15916
480839503002001|15916
480839503002002|
480839503002003|
480839503002004|15916
480839503002005|15916
480839503002006|15916
480839503002007|15916
480839503002008|15916
480839503002009|15916
480839503002010|15916
480839503002011|15916
480839503002012|15916
480839503002013|
480839503002014|
480839503002015|15916
480839503002016|15916
480839503002017|15916
480839503002018|15916
480839503002019|15916
480839503002020|15916
480839503002021|15916
480839503002022|15916
480839503002023|15916
480839503002024|15916
480839503002025|15916
480839503002026|15916
480839503002027|15916
480839503002028|15916
480839503002029|15916
480839503002030|15916
480839503002031|15916
480839503002032|15916
480839503002033|15916
480839503002034|15916
480839503002035|15916
480839503002036|15916
480839503002037|15916
480839503002038|15916
480839503002039|15916
480839503002040|15916
480839503002041|15916
480839503002042|15916
480839503002043|15916
480839503002044|15916
480839503002045|15916
480839503002046|15916
480839503002047|15916
480839503002048|15916
480839503002049|15916
480839503002050|15916
480839503002051|15916
480839503002052|15916
480839503002053|15916
480839503002054|15916
480839503002055|15916
480839503002056|15916
480839503002057|15916
480839503002058|15916
480839503002059|15916
480839503002060|15916
480839503002061|15916
480839503002062|15916
480839503002063|15916
480839503002064|15916
480839503002065|15916
480839503002066|15916
480839503002067|15916
480839503002068|15916
480839503002069|15916
480839503002070|15916
480839503002071|15916
480839503002072|15916
480839503002073|15916
480839503002074|15916
480839503002075|15916
480839503002076|15916
480839503002077|15916
480839503002078|15916
480839503002079|15916
480839503002080|15916
480839503002081|15916
480839503002082|15916
480839503002083|15916
480839503002084|15916
480839503002085|15916
480839503002086|15916
480839503002087|15916
480839503003000|15916
480839503003001|15916
480839503003002|15916
480839503003003|15916
480839503003004|15916
480839503003005|15916
480839503003006|15916
480839503003007|15916
480839503003008|15916
480839503003009|15916
480839503003010|15916
480839503003011|15916
480839503003012|15916
480839503003013|15916
480839503003014|15916
480839503003015|15916
480839503003016|
480839503003017|15916
480839503003018|15916
480839503003019|15916
480839503003020|15916
480839503003021|15916
480839503003022|15916
480839503003023|15916
480839503003024|15916
480839503003025|15916
480839503003026|15916
480839503003027|15916
480839503003028|15916
480839503003029|15916
480839503003030|15916
480839503003031|15916
480839503003032|15916
480839503003033|15916
480839503003034|15916
480839503003035|15916
480839503003036|15916
480839503003037|15916
480839503003038|15916
480839503003039|15916
480839503003040|15916
480839503003041|15916
480839503003042|15916
480839503003043|15916
480839503003044|15916
480839503003045|15916
480839503003046|15916
480839503003047|15916
480839503003048|15916
480839503003049|15916
480839503003050|15916
480839503003051|15916
480839503003052|15916
480839503003053|15916
480839503003054|15916
480839503003055|15916
480839503003056|15916
480839503003057|15916
480839503003058|15916
480839503003059|15916
480839503003060|15916
480839503003061|15916
480839503003062|15916
480839503004000|15916
480839503004001|15916
480839503004002|15916
480839503004003|15916
480839503004004|15916
480839503004005|15916
480839503004006|15916
480839503004007|15916
480839503004008|15916
480839503004009|15916
480839503004010|15916
480839503004011|15916
480839503004012|15916
480839503004013|15916
480839503004014|15916
480839503004015|15916
480839503004016|15916
480839503004017|15916
480839503004018|15916
480839503004019|15916
480839503004020|15916
480839503004021|15916
480839503004022|15916
480839503004023|15916
480839503004024|15916
480839503004025|15916
480839503004026|15916
480839503004027|15916
480839503004028|15916
480839503004029|15916
480839503004030|15916
480839503004031|15916
480839503004032|15916
480839503004033|15916
480839503004034|15916
480839503004035|15916
480839503004036|15916
480839503004037|15916
480839503004038|15916
480839503004039|15916
480839503004040|15916
480839503004041|15916
480839503004042|15916
480839503004043|15916
480839503004044|15916
480839503004045|15916
480839503004046|15916
480839503004047|15916
480839503004048|15916
480839503004049|15916
480839503004050|15916
480839503004051|15916
480839503004052|15916
480839503004053|15916
480839503004054|15916
480839503004055|15916
480839503004056|15916
480839503004057|15916
480839503004058|15916
480839503004059|15916
480839503004060|15916
480839503004061|15916
480839503004062|15916
480839503004063|15916
480839503004064|15916
480839503004065|15916
480839503004066|15916
480839503004067|15916
480839503004068|15916
480839503004069|15916
480839503004070|15916
480839503004071|15916
480839503004072|15916
480839503004073|15916
480839503004074|15916
480839503004075|15916
480839503004076|15916
480839503004077|15916
480839503004078|15916
480839503004079|15916
480839503004080|15916
480839503004081|15916
480839503004082|15916
480839503004083|15916
480839503004084|15916
480839503004085|
480839503004086|
480839503004087|
480839503004088|
480839503004089|15916
480839503004090|15916
480839503004091|15916
480839503004092|
480839503004093|15916
480839503004094|15916
480839503004095|15916
480839503004096|
480839503004097|
480839503004098|15916
480839503004099|15916
480839503004100|15916
480839503004101|15916
480839503005000|15916
480839503005001|15916
480839503005002|15916
480839503005003|15916
480839503005004|15916
480839503005005|15916
480839503005006|15916
480839503005007|15916
480839503005008|15916
480839503005009|15916
480839503005010|15916
480839503005011|15916
480839503005012|15916
480839503005013|15916
480839503005014|15916
480839503005015|15916
480839503005016|15916
480839503005017|15916
480839503005018|15916
480839503005019|15916
480839503005020|15916
480839503005021|15916
480839503005022|15916
480839503005023|15916
480839503005024|15916
480839503005025|15916
480839503005026|15916
480839503005027|15916
480839503005028|15916
480839503005029|15916
480839503005030|15916
480839503005031|15916
480839503005032|15916
480839503005033|15916
480839503005034|15916
480839503005035|15916
480839503005036|15916
480839503005037|15916
480839503005038|15916
480839503005039|15916
480839503005040|15916
480839503005041|15916
480839503005042|15916
480839503005043|15916
480839503005044|15916
480839503005045|15916
480839503005046|15916
480839503005047|15916
480839503005048|15916
480839503005049|15916
480839503005050|15916
480839503005051|15916
480839503005052|15916
480839503005053|15916
480839503005054|15916
480839503005055|
480839503006000|15916
480839503006001|15916
480839503006002|15916
480839503006003|15916
480839503006004|15916
480839503006005|15916
480839503006006|15916
480839503006007|15916
480839503006008|15916
480839503006009|15916
480839503006010|15916
480839503006011|15916
480839503006012|15916
480839503006013|
480839503006014|15916
480839503006015|15916
480839503006016|15916
480839503006017|15916
480839503006018|15916
480839503006019|15916
480839503006020|15916
480839503006021|15916
480839503006022|15916
480839503006023|15916
480839503006024|15916
480839503006025|15916
480839503006026|15916
480839503006027|15916
480839503006028|15916
480839503006029|15916
480839503006030|15916
480839503006031|15916
480839503006032|15916
480839503006033|15916
480839503006034|15916
480839503006035|15916
480839503006036|15916
480839503006037|15916
480839503006038|15916
480839503006039|15916
480839503006040|15916
480839503006041|15916
480839503006042|15916
480839503006043|15916
480839503006044|15916
480839503006045|15916
480839503006046|15916
480839503006047|15916
480839503006048|15916
480839503006049|15916
480839503006050|15916
480839503006051|15916
480839503006052|15916
480839503006053|15916
480839503006054|15916
480839503006055|15916
480839503006056|15916
480839503006057|15916
480839503006058|15916
480839503006059|15916
480839503006060|15916
480839503006061|15916
480839503006062|15916
480839503006063|15916
480839503006064|15916
480839503006065|15916
480839503006066|15916
480839503006067|15916
480839503006068|15916
480839503006069|15916
480839503006070|15916
480839503006071|15916
480839503006072|15916
480839503006073|15916
480839503006074|15916
480839503006075|15916
480839503006076|15916
480839503006077|15916
480839503006078|15916
480839503006079|15916
480839503006080|15916
480839503006081|15916
480839503006082|15916
480839503006083|15916
480839503006084|15916
480839503006085|15916
480839503006086|15916
480839503006087|15916
480839503006088|15916
480839503006089|15916
480839503006090|15916
480839503006091|15916
480839503006092|
480839503006093|
480839503006094|15916
480839503006095|15916
480839503006096|15916
480839506001000|
480839506001001|
480839506001002|
480839506001003|
480839506001004|
480839506001005|
480839506001006|
480839506001007|
480839506001008|
480839506001009|
480839506001010|
480839506001011|
480839506001012|
480839506001013|
480839506001014|
480839506001015|
480839506001016|
480839506001017|
480839506001018|
480839506001019|
480839506001020|
480839506001021|
480839506001022|
480839506001023|
480839506001024|
480839506001025|
480839506001026|
480839506001027|
480839506001028|
480839506001029|
480839506001030|
480839506001031|
480839506001032|
480839506001033|
480839506001034|
480839506001035|
480839506001036|
480839506001037|
480839506001038|
480839506001039|
480839506001040|
480839506001041|
480839506001042|
480839506001043|
480839506001044|
480839506001045|52668
480839506001046|
480839506001047|52668
480839506001048|52668
480839506001049|52668
480839506001050|52668
480839506001051|52668
480839506001052|52668
480839506001053|52668
480839506001054|52668
480839506001055|52668
480839506001056|52668
480839506001057|52668
480839506001058|52668
480839506001059|52668
480839506001060|52668
480839506001061|52668
480839506001062|52668
480839506001063|52668
480839506001064|52668
480839506001065|
480839506001066|
480839506001067|
480839506001068|
480839506001069|
480839506001070|
480839506001071|52668
480839506001072|52668
480839506001073|
480839506001074|
480839506001075|
480839506001076|
480839506001077|
480839506001078|
480839506001079|52668
480839506001080|52668
480839506001081|52668
480839506001082|52668
480839506001083|52668
480839506001084|52668
480839506001085|52668
480839506001086|52668
480839506001087|52668
480839506001088|52668
480839506001089|
480839506001090|
480839506001091|
480839506001092|
480839506001093|
480839506001094|
480839506001095|
480839506001096|
480839506001097|
480839506001098|
480839506001099|
480839506001100|
480839506001101|
480839506001102|
480839506001103|
480839506001104|
480839506001105|
480839506001106|
480839506001107|
480839506001108|
480839506001109|
480839506001110|
480839506001111|
480839506001112|
480839506001113|
480839506001114|
480839506001115|
480839506001116|
480839506001117|
480839506001118|
480839506001119|
480839506001120|
480839506001121|
480839506001122|
480839506001123|
480839506001124|
480839506001125|
480839506001126|
480839506001127|
480839506001128|
480839506001129|
480839506001130|
480839506001131|
480839506001132|
480839506001133|
480839506001134|
480839506001135|
480839506001136|
480839506001137|
480839506001138|
480839506001139|
480839506001140|
480839506001141|
480839506001142|
480839506001143|
480839506001144|
480839506001145|
480839506001146|
480839506001147|
480839506001148|
480839506001149|
480839506001150|
480839506001151|
480839506001152|
480839506001153|
480839506001154|
480839506001155|
480839506001156|
480839506001157|
480839506001158|
480839506001159|
480839506001160|
480839506001161|
480839506001162|
480839506001163|
480839506001164|
480839506001165|
480839506001166|
480839506001167|
480839506001168|
480839506001169|
480839506001170|
480839506001171|
480839506001172|
480839506001173|
480839506001174|
480839506001175|
480839506001176|
480839506001177|
480839506001178|
480839506001179|
480839506001180|
480839506001181|
480839506001182|
480839506001183|
480839506001184|
480839506001185|
480839506001186|
480839506001187|
480839506001188|52668
480839506001189|52668
480839506001190|52668
480839506001191|52668
480839506001192|52668
480839506002000|
480839506002001|
480839506002002|
480839506002003|
480839506002004|
480839506002005|
480839506002006|
480839506002007|
480839506002008|
480839506002009|
480839506002010|
480839506002011|
480839506002012|
480839506002013|
480839506002014|
480839506002015|
480839506002016|
480839506002017|
480839506002018|
480839506002019|
480839506002020|
480839506002021|
480839506002022|
480839506002023|
480839506002024|
480839506002025|
480839506002026|
480839506002027|
480839506002028|
480839506002029|
480839506002030|
480839506002031|
480839506002032|
480839506002033|
480839506002034|
480839506002035|
480839506002036|
480839506002037|
480839506002038|
480839506002039|
480839506002040|
480839506002041|
480839506002042|
480839506002043|
480839506002044|
480839506002045|
480839506002046|
480839506002047|
480839506002048|
480839506002049|
480839506002050|
480839506002051|
480839506002052|
480839506002053|
480839506002054|
480839506002055|
480839506002056|
480839506002057|
480839506002058|
480839506002059|
480839506002060|
480839506002061|
480839506002062|
480839506002063|
480839506002064|
480839506002065|
480839506002066|
480839506002067|
480839506002068|
480839506002069|
480839506002070|
480839506002071|
480839506002072|
480839506002073|
480839506002074|
480839506002075|
480839506002076|
480839506002077|
480839506002078|
480839506002079|
480839506002080|
480839506002081|
480839506002082|
480839506002083|
480839506002084|
480839506002085|
480839506002086|
480839506002087|
