BLOCKID|DISTRICT
480019507003069|008
480019507003070|008
480019507003071|008
480019507003072|008
480019507003073|008
480019507003074|008
480019507003075|008
480019507003076|008
480019507003077|008
480019507003078|008
480019507003079|008
480019507003080|008
480019507003081|008
480019507003082|008
480019507003083|008
480019507003084|008
480019507003085|008
480019507003086|008
480019507003087|008
480019507003088|008
480019507003089|008
480019508001000|008
480019508001001|008
480019508001002|008
480019508001003|008
480019508001004|008
480019508001005|008
480019508001006|008
480019508001007|008
480019508001008|008
480019508001009|008
480019508001010|008
480019508001011|008
480019508001012|008
480019508001013|008
480019508001014|008
480019508001015|008
480019508001016|008
480019508001017|008
480019508001018|008
480019508001019|008
480019508001020|008
480019508001021|008
480019508001022|008
480019508001023|008
480019508001024|008
480019508001025|008
480019508001026|008
480019508001027|008
480019508001028|008
480019508001029|008
480019508001030|008
480019508001031|008
480019508002000|008
480019508002001|008
480019508002002|008
480019508002003|008
480019508002004|008
480019508002005|008
480019508002006|008
480019508002007|008
480019508002008|008
480019508002009|008
480019508002010|008
480019508002011|008
480019508002012|008
480019508002013|008
480019508002014|008
480019508002015|008
480019508002016|008
480019508002017|008
480019508002018|008
480019508002019|008
480019508002020|008
480019508002021|008
480019508002022|008
480019508002023|008
480019508002024|008
480019508002025|008
480019508002026|008
480019508002027|008
480019508002028|008
480019508002029|008
480019508002030|008
480019508002031|008
480019508002032|008
480019508002033|008
480019508002034|008
480019508002035|008
480019508002036|008
480019508002037|008
480019508002038|008
480019508002039|008
480019508002040|008
480019508002041|008
480019508003000|008
480019508003001|008
480019508003002|008
480019508003003|008
480019508003004|008
480019508003005|008
480019508003006|008
480019508003007|008
480019508003008|008
480019508003009|008
480019508003010|008
480019508003011|008
480019508003012|008
480019508003013|008
480019508003014|008
480019508003015|008
480019508003016|008
480019508003017|008
480019508003018|008
480019508003019|008
480019508003020|008
480019508003021|008
480019508003022|008
480019508003023|008
480019508003024|008
480019508003025|008
480019508003026|008
480019508003027|008
480019508003028|008
480019508003029|008
480019508003030|008
480019508003031|008
480019508003032|008
480019508003033|008
480019508003034|008
480019508003035|008
480019508003036|008
480019508003037|008
480019508003038|008
480019508003039|008
480019508003040|008
480019508003041|008
480019508004000|008
480019508004001|008
480019508004002|008
480019508004003|008
480019508004004|008
480019508004005|008
480019508004006|008
480019508004007|008
480019508004008|008
480019508004009|008
480019508004010|008
480019508004011|008
480019508004012|008
480019508004013|008
480019508004014|008
480019508004015|008
480019508004016|008
480019508004017|008
480019508004018|008
480019508004019|008
480019508004020|008
480019508004021|008
480019508004022|008
480019508004023|008
480019508004024|008
480019508004025|008
480019508004026|008
480019508004027|008
480019508005000|008
480019508005001|008
480019508005002|008
480019508005003|008
480019508005004|008
480019508005005|008
480019508005006|008
480019508005007|008
480019508005008|008
480019508005009|008
480019508005010|008
480019508005011|008
480019508005012|008
480019508005013|008
480019508005014|008
480019508005015|008
480019508005016|008
480019508005017|008
480019508005018|008
480019508005019|008
480019508005020|008
480019509011000|008
480019509011001|008
480019509011002|008
480019509011003|008
480019509011004|008
480019509011005|008
480019509011006|008
480019509011007|008
480019509011008|008
480019509011009|008
480019509011010|008
480019509011011|008
480019509011012|008
480019509011013|008
480019509011014|008
480019509011015|008
480019509011016|008
480019509011017|008
480019509011018|008
480019509011019|008
480019509011020|008
480019509011021|008
480019509011022|008
480019509011023|008
480019509011024|008
480019509011025|008
480019509011026|008
480019509011027|008
480019509011028|008
480019509011029|008
480019509011030|008
480019509011031|008
480019509011032|008
480019509011033|008
480019509011034|008
480019509011035|008
480019509011036|008
480019509011037|008
480019509011038|008
480019509011039|008
480019509011040|008
480019509011041|008
480019509011042|008
480019509011043|008
480019509011044|008
