BLOCKID|COUNTYFP|DISTRICT
482770002001192|277|00002E
482770002001193|277|00002E
482770002001194|277|00002G
482770002001195|277|00002G
482770002001196|277|00002D
482770002002000|277|00002G
482770002002001|277|00002D
482770002002002|277|00002D
482770002002003|277|00002D
482770002002004|277|00002D
482770002002005|277|00002D
482770002002006|277|00002D
482770002002007|277|00002D
482770002002008|277|00002D
482770002002009|277|00002D
482770002002010|277|00002D
482770002002011|277|00002D
482770002002012|277|00002D
482770002002013|277|00002D
482770002002014|277|00002D
482770002002015|277|00002D
482770002002016|277|00002D
482770002002017|277|00002D
482770002002018|277|00002D
482770002002019|277|00002D
482770002002020|277|00002D
482770002002021|277|00002D
482770002002022|277|00002D
482770002002023|277|00002D
482770002002024|277|00002D
482770002002025|277|00002D
482770002002026|277|00002D
482770002002027|277|00002D
482770002002028|277|00002D
482770002002029|277|00002D
482770002002030|277|00002D
482770002002031|277|00002D
482770002002032|277|00002D
482770002002033|277|00002D
482770002002034|277|00002D
482770002002035|277|00002D
482770002002036|277|00002D
482770002002037|277|00002D
482770002002038|277|00002D
482770002002039|277|00002D
482770002002040|277|00002D
482770002002041|277|00002D
482770002002042|277|00002D
482770002002043|277|00002D
482770002002044|277|00002D
482770002002045|277|00002D
482770002002046|277|00002D
482770002002047|277|00002D
482770002002048|277|00002D
482770002002049|277|00002D
482770002002050|277|00002D
482770002002051|277|00002D
482770002002052|277|00002D
482770002002053|277|00002D
482770002002054|277|00002D
482770002002055|277|00002D
482770002002056|277|00002D
482770002002057|277|00002D
482770002002058|277|00002D
482770002002059|277|00002D
482770002002060|277|00002D
482770002002061|277|00002D
482770002002062|277|00002D
482770002002063|277|00002D
482770002002064|277|00002D
482770002002065|277|00002D
482770002002066|277|00002D
482770002002067|277|00002D
482770002002068|277|00002D
482770002002069|277|00002D
482770002002070|277|00002D
482770002002071|277|00002D
482770002002072|277|00002D
482770002002073|277|00002D
482770002002074|277|00002D
482770002002075|277|00002D
482770002002076|277|00002D
482770002002077|277|00002D
482770002002078|277|00002D
482770002002079|277|00002D
482770002002080|277|00002D
482770002002081|277|00002D
482770002002082|277|00002D
482770002002083|277|00002D
482770002002084|277|00002D
482770002002085|277|00002D
482770002002086|277|00002D
482770002003000|277|00001H
482770002003001|277|00001H
482770002003002|277|00001H
482770002003003|277|00001H
482770002003004|277|00001C
482770002003005|277|00001C
482770002003006|277|00001C
482770002003007|277|00002E
482770002003008|277|00002E
482770002003009|277|00002E
482770002003010|277|00002E
482770002003011|277|00001H
482770002003012|277|00001H
482770002003013|277|00001H
482770002003014|277|00001H
482770002003015|277|00001H
482770002003016|277|00001H
482770002003017|277|00001H
482770002003018|277|00001H
482770002003019|277|00001B
482770002003020|277|00001H
482770002003021|277|00001H
482770002003022|277|00001H
482770002003023|277|00001H
482770002003024|277|00001H
482770002003025|277|00001H
482770002003026|277|00001H
482770002003027|277|00001H
482770002003028|277|00001H
482770002003029|277|00001H
482770002003030|277|00001H
482770002003031|277|00001H
482770002003032|277|00001H
482770002003033|277|00001H
482770002003034|277|00001H
482770002003035|277|00001H
482770002003036|277|00001H
482770002003037|277|00001B
482770002003038|277|00001B
482770002003039|277|00001H
482770002003040|277|00001B
482770002003041|277|00001H
482770002003042|277|00001H
482770002003043|277|00001B
482770002003044|277|00001B
482770002003045|277|00001B
482770002003046|277|00001B
482770002003047|277|00001B
482770002003048|277|00001B
482770002003049|277|00001B
482770002003050|277|00001B
482770002003051|277|00001B
482770002003052|277|00001B
482770002003053|277|00002E
482770002003054|277|00002E
482770002003055|277|00002E
482770002003056|277|00001B
482770002003057|277|00001I
482770002003058|277|00001I
482770002003059|277|00001I
482770002003060|277|00001I
482770002003061|277|00001I
482770002003062|277|00002E
482770002003063|277|00002E
482770002003064|277|00002E
482770002003065|277|00002E
482770002003066|277|00002E
482770002003067|277|00002E
482770002003068|277|00002E
482770002003069|277|00002E
482770002003070|277|00002E
482770002003071|277|00002E
482770002003072|277|00002E
482770002003073|277|00002E
482770002003074|277|00002E
482770002003075|277|00001H
482770002003076|277|00001H
482770002003077|277|00002E
482770002003078|277|00001B
482770002003079|277|00002E
482770002003080|277|00001B
482770002003081|277|00001H
482770003011000|277|00001C
482770003011001|277|00001F
482770003011002|277|00001F
482770003011003|277|00001C
482770003011004|277|00001F
482770003011005|277|00001F
482770003011006|277|00001C
482770003011007|277|00001F
482770003011008|277|00001F
482770003011009|277|00001F
482770003011010|277|00001F
482770003011011|277|00001F
482770003011012|277|00001F
482770003011013|277|00001F
482770003011014|277|00001F
482770003011015|277|00001F
482770003011016|277|00001F
482770003011017|277|00001F
482770003011018|277|00001F
482770003011019|277|00001F
482770003011020|277|00001F
482770003011021|277|00001F
482770003011022|277|00001F
482770003011023|277|00001F
482770003011024|277|00001F
482770003011025|277|00001F
482770003011026|277|00001F
482770003011027|277|00001F
482770003011028|277|00001G
482770003011029|277|00001G
482770003011030|277|00001G
482770003011031|277|00001G
482770003011032|277|00001G
482770003011033|277|00001G
482770003011034|277|00001G
482770003011035|277|00001G
482770003011036|277|00001G
482770003011037|277|00001G
482770003011038|277|00001G
482770003011039|277|00001F
482770003011040|277|00001F
482770003011041|277|00001F
482770003011042|277|00001F
482770003011043|277|00001G
482770003011044|277|00001G
482770003011045|277|00001G
482770003011046|277|00001G
482770003011047|277|00001G
482770003011048|277|00001G
482770003011049|277|00001I
482770003011050|277|00001G
482770003011051|277|00001F
482770003011052|277|00001F
482770003011053|277|00001F
482770003011054|277|00001F
482770003011055|277|00001F
482770003011056|277|00001I
482770003011057|277|00001I
482770003011058|277|00001I
482770003011059|277|00001I
482770003011060|277|00001I
482770003011061|277|00001B
482770003011062|277|00001B
482770003011063|277|00001F
482770003011064|277|00001F
482770003011065|277|00001F
482770003011066|277|00001F
482770003011067|277|00001F
482770003011068|277|00001I
482770003011069|277|00001I
482770003011070|277|00001B
482770003011071|277|00001I
482770003011072|277|00001I
482770003011073|277|00001I
482770003011074|277|00001I
482770003011075|277|00001I
482770003011076|277|00001I
482770003011077|277|00001I
482770003011078|277|00001I
482770003011079|277|00001I
482770003011080|277|00001I
482770003011081|277|00001I
482770003011082|277|00001I
482770003011083|277|00001I
482770003011084|277|00001I
482770003011085|277|00001I
482770003011086|277|00001I
482770003011087|277|00001I
482770003011088|277|00001I
482770003011089|277|00001I
482770003012000|277|00001E
482770003012001|277|00001G
482770003012002|277|00001G
482770003012003|277|00001G
482770003012004|277|00001G
482770003012005|277|00001F
482770003012006|277|00001F
482770003012007|277|00001F
482770003012008|277|00001F
482770003012009|277|00001F
482770003012010|277|00001G
482770003012011|277|00001G
482770003012012|277|00001G
482770003012013|277|00001G
482770003012014|277|00001G
482770003012015|277|00001G
482770003012016|277|00001G
482770003012017|277|00001G
482770003012018|277|00001G
482770003012019|277|00001G
482770003012020|277|00001G
482770003012021|277|00001G
482770003012022|277|00001G
482770003012023|277|00001G
482770003012024|277|00001G
482770003012025|277|00001G
482770003012026|277|00001G
482770003012027|277|00001G
482770003012028|277|00001G
482770003012029|277|00001G
482770003012030|277|00001G
482770003012031|277|00001G
482770003012032|277|00001G
482770003012033|277|00001G
482770003012034|277|00001G
482770003012035|277|00001G
482770003012036|277|00001G
482770003012037|277|00001G
482770003012038|277|00001G
482770003012039|277|00001G
482770003012040|277|00001G
482770003012041|277|00001G
482770003012042|277|00001G
482770003012043|277|00001G
482770003012044|277|00001G
482770003012045|277|00001G
482770003012046|277|00001G
482770003012047|277|00001G
482770003013000|277|00001E
482770003013001|277|00001E
482770003013002|277|00001E
482770003013003|277|00001E
482770003013004|277|00001E
482770003013005|277|00001E
482770003013006|277|00001E
482770003013007|277|00001E
482770003013008|277|00001E
482770003013009|277|00001E
482770003013010|277|00001E
482770003013011|277|00001E
482770003013012|277|00001E
482770003013013|277|00001E
482770003013014|277|00001E
482770003013015|277|00001E
482770003013016|277|00001E
482770003013017|277|00001E
482770003013018|277|00001E
482770003013019|277|00001E
482770003013020|277|00001E
482770003013021|277|00001E
482770003013022|277|00001E
482770003013023|277|00001E
482770003013024|277|00001E
482770003013025|277|00001E
482770003013026|277|00001E
482770003013027|277|00001E
482770003013028|277|00001E
482770003013029|277|00001E
482770003013030|277|00001E
482770003013031|277|00001E
482770003013032|277|00001F
482770003013033|277|00001F
482770003013034|277|00001F
482770003013035|277|00001F
482770003013036|277|00001E
482770003013037|277|00001F
482770003021000|277|00004D
482770003021001|277|00004D
482770003021002|277|00004D
482770003021003|277|00004D
482770003021004|277|00004E
482770003021005|277|00004D
482770003021006|277|00004E
482770003021007|277|00004E
482770003021008|277|00004E
482770003021009|277|00004D
482770003021010|277|00004D
482770003021011|277|00004D
482770003021012|277|00004D
482770003021013|277|00004D
482770003021014|277|00004E
482770003021015|277|00004E
482770003021016|277|00004E
482770003021017|277|00004D
482770003021018|277|00004D
482770003021019|277|00004D
482770003021020|277|00004D
482770003021021|277|00004D
482770003021022|277|00004E
482770003021023|277|00004E
482770003021024|277|00004D
482770003021025|277|00004D
482770003021026|277|00004D
482770003021027|277|00004D
482770003021028|277|00004D
482770003021029|277|00004D
482770003021030|277|00004D
482770003021031|277|00004D
482770003021032|277|00004D
482770003021033|277|00004D
482770003021034|277|00004D
482770003021035|277|00004D
482770003021036|277|00004D
482770003021037|277|00004D
482770003021038|277|00004D
482770003021039|277|00004D
482770003021040|277|00004D
482770003021041|277|00004D
482770003021042|277|00004D
482770003021043|277|00004D
482770003021044|277|00004D
482770003021045|277|00004D
482770003021046|277|00004D
482770003021047|277|00004D
482770003021048|277|00004D
482770003021049|277|00004D
482770003021050|277|00004D
482770003021051|277|00004D
482770003021052|277|00004D
482770003021053|277|00004D
482770003021054|277|00004D
482770003021055|277|00004D
482770003021056|277|00004D
482770003021057|277|00004D
482770003021058|277|00004D
482770003021059|277|00004D
482770003021060|277|00004D
482770003021061|277|00004D
482770003021062|277|00004D
482770003021063|277|00004D
482770003021064|277|00004D
482770003022000|277|00004C
482770003022001|277|00004C
482770003022002|277|00004C
482770003022003|277|00004C
482770003022004|277|00004C
482770003022005|277|00004C
482770003022006|277|00004C
482770003022007|277|00004D
482770003022008|277|00004D
482770003022009|277|00004C
482770003022010|277|00004C
482770003022011|277|00004C
482770003022012|277|00004C
482770003022013|277|00004C
482770003022014|277|00004D
482770003022015|277|00004D
482770003022016|277|00004D
482770003022017|277|00004D
482770003022018|277|00004C
482770003022019|277|00004C
482770003022020|277|00004D
482770003022021|277|00004C
482770003022022|277|00004C
482770003022023|277|00004E
482770003022024|277|00004E
482770003022025|277|00004C
482770003022026|277|00004C
482770003022027|277|00004C
482770003022028|277|00004C
482770003022029|277|00004C
482770003022030|277|00004C
482770003022031|277|00004C
482770003022032|277|00004E
482770003022033|277|00004C
482770003022034|277|00004E
482770003022035|277|00004E
482770003022036|277|00004E
482770003022037|277|00004C
482770003022038|277|00004C
482770003022039|277|00004C
482770003022040|277|00004E
482770003022041|277|00004E
482770003022042|277|00004C
482770003022043|277|00004C
482770003022044|277|00004E
482770003022045|277|00004E
482770003022046|277|00004E
482770004011000|277|004A6E
482770004011001|277|004A6E
482770004011002|277|004A6E
482770004011003|277|004A6E
482770004011004|277|004A6E
482770004011005|277|004A6E
482770004011006|277|003C7G
482770004011007|277|003C7G
482770004011008|277|003C7G
482770004011009|277|003C7G
482770004011010|277|003C7G
482770004011011|277|003C7G
482770004011012|277|004A6E
482770004011013|277|004A6E
482770004011014|277|004A6E
482770004011015|277|004A6E
482770004011016|277|004A6E
482770004011017|277|003C7G
482770004011018|277|003C7G
482770004011019|277|003C7G
482770004011020|277|003C7G
482770004011021|277|003C7G
482770004011022|277|003C7G
482770004011023|277|003C7G
482770004011024|277|003C7G
482770004012000|277|004A6E
482770004012001|277|004A6E
482770004012002|277|003C7G
482770004012003|277|003C7G
482770004012004|277|003C7G
482770004012005|277|003C7G
482770004012006|277|003C7G
482770004012007|277|004A6E
482770004012008|277|004A6E
482770004012009|277|003C7G
482770004012010|277|004A6E
482770004012011|277|003C7G
482770004012012|277|004A6E
482770004012013|277|004A6E
482770004012014|277|004A6E
482770004012015|277|003C7G
482770004012016|277|004A6E
482770004012017|277|003C7G
482770004012018|277|004A6E
482770004012019|277|004A6E
482770004013000|277|003C7G
482770004013001|277|003C7G
482770004013002|277|003C7G
482770004013003|277|003C7G
482770004013004|277|003C7G
482770004013005|277|003C7G
482770004013006|277|003C7G
482770004013007|277|003C7G
482770004013008|277|003C7G
482770004013009|277|003C7G
482770004013010|277|003C7G
482770004013011|277|001A5A
482770004013012|277|003C7G
482770004013013|277|001A5A
482770004021000|277|00004G
482770004021001|277|00004G
482770004021002|277|00004G
482770004021003|277|00004F
482770004021004|277|00004G
482770004021005|277|00004G
482770004021006|277|00004F
482770004021007|277|00004F
482770004021008|277|00004G
482770004021009|277|00004F
482770004021010|277|00004F
482770004021011|277|00004F
482770004021012|277|00004G
482770004021013|277|00004F
482770004021014|277|00004G
482770004021015|277|00004G
482770004021016|277|00004G
482770004021017|277|00004E
482770004021018|277|00004D
482770004021019|277|00004F
482770004021020|277|00004F
482770004021021|277|00004D
482770004021022|277|00004D
482770004021023|277|00004D
482770004021024|277|00004D
482770004021025|277|00004D
482770004021026|277|00004D
482770004021027|277|00004D
482770004021028|277|00004D
482770004021029|277|00004D
482770004021030|277|00004D
482770004021031|277|00004F
482770004021032|277|00004F
482770004021033|277|00004F
482770004021034|277|00004F
482770004021035|277|00004F
482770004021036|277|00004F
482770004021037|277|00004F
482770004021038|277|00004F
482770004021039|277|00004F
482770004021040|277|00004F
482770004021041|277|00004F
482770004021042|277|00004F
482770004021043|277|00004F
482770004021044|277|00004F
482770004021045|277|00004F
482770004021046|277|00004F
482770004022000|277|00004G
482770004022001|277|00004G
482770004022002|277|00004G
482770004022003|277|00004F
482770004022004|277|00004F
482770004022005|277|00004F
482770004022006|277|00004F
482770004022007|277|00004F
482770004022008|277|00004F
482770004022009|277|00004G
482770004022010|277|00004F
482770004022011|277|00004G
482770004022012|277|00004G
482770004022013|277|00004G
482770004022014|277|00004F
482770004022015|277|00004F
482770004022016|277|00004F
482770004022017|277|00004G
482770004022018|277|00004F
482770004022019|277|00004F
482770004022020|277|00004F
482770004022021|277|00004F
482770004022022|277|00004G
482770004022023|277|001E7C
482770004022024|277|00004G
482770004022025|277|004A6E
482770004022026|277|00004G
482770004022027|277|00004G
482770004022028|277|00004F
482770004022029|277|00004F
482770004022030|277|00004G
482770004022031|277|00004G
482770004022032|277|00004G
482770004022033|277|001E7C
482770004022034|277|00004G
482770004022035|277|004A6E
482770004022036|277|004A6E
482770004022037|277|001E7C
482770004022038|277|001E7C
482770004022039|277|001E7C
482770004022040|277|00004G
482770004022041|277|00004F
482770004023000|277|00004G
482770004023001|277|00004G
482770004023002|277|00004G
482770004023003|277|00004G
482770004023004|277|00004G
482770004023005|277|00004G
482770004023006|277|00004G
482770004023007|277|00004G
482770004023008|277|00004G
482770004023009|277|00004G
482770004023010|277|00004G
482770004023011|277|00004G
482770004023012|277|00004G
482770004023013|277|00004G
482770004023014|277|00004G
482770004023015|277|00004G
482770004023016|277|00004G
482770004023017|277|00004G
482770004023018|277|00004G
482770004023019|277|004A6E
482770004023020|277|004A6E
482770004023021|277|004A6E
482770004023022|277|004A6E
482770004023023|277|004A6E
482770004023024|277|004A6E
482770004023025|277|004A6E
482770004023026|277|004A6E
482770004023027|277|004A6E
482770004023028|277|004A6E
482770004023029|277|004A6E
482770004023030|277|004A6E
482770004023031|277|004A6E
482770004023032|277|003C7G
482770004023033|277|003C7G
482770004023034|277|003C7G
482770004023035|277|004A6E
482770004023036|277|004A6E
482770004023037|277|004A6E
482770004023038|277|004A6E
482770004023039|277|00004G
482770004023040|277|00004G
482770004023041|277|00004G
482770004023042|277|00004G
482770004023043|277|00004G
482770005001000|277|00004G
482770005001001|277|003H3C
482770005001002|277|003H3C
482770005001003|277|003H3C
482770005001004|277|003H3C
482770005001005|277|003H3C
482770005001006|277|003H3C
482770005001007|277|003H3C
482770005001008|277|003H3C
482770005001009|277|003H3C
482770005001010|277|003H3C
482770005001011|277|003H3C
482770005001012|277|003H3C
482770005001013|277|003H3C
482770005001014|277|003H3C
482770005001015|277|003H3C
482770005001016|277|003H3C
482770005001017|277|002B2A
482770005001018|277|002B2A
482770005001019|277|002A1A
482770005001020|277|002B2A
482770005001021|277|002B2A
482770005001022|277|002B2A
482770005001023|277|002B2A
482770005001024|277|002B2A
482770005001025|277|002B2A
482770005001026|277|002B2A
482770005001027|277|002B2A
482770005001028|277|002B2A
482770005001029|277|002B2A
482770005001030|277|002B2A
482770005001031|277|002B2A
482770005001032|277|002B2A
482770005002000|277|00004G
482770005002001|277|00004G
482770005002002|277|00004G
482770005002003|277|003H3C
482770005002004|277|003H3C
482770005002005|277|00004G
482770005002006|277|004A6E
482770005002007|277|003H3C
482770005002008|277|003H3C
482770005002009|277|003H3C
482770005002010|277|003H3C
482770005002011|277|002A1A
482770005002012|277|002A1A
482770005002013|277|002A1A
482770005002014|277|002A1A
482770005002015|277|002A1A
482770005002016|277|002A1A
482770005002017|277|002A1A
482770005002018|277|003H3C
482770005002019|277|002A1A
482770005002020|277|002A1A
482770005002021|277|002A1A
482770005002022|277|002A1A
482770005002023|277|002A1A
482770005002024|277|002A1A
482770005002025|277|002A1A
482770005002026|277|002A1A
482770005002027|277|002A1A
482770005002028|277|002A1A
482770005002029|277|002A1A
482770005002030|277|002A1A
482770005002031|277|002A1A
482770005002032|277|002A1A
482770005002033|277|002A1A
482770005002034|277|002A1A
482770005002035|277|002A1A
482770005002036|277|002A1A
482770005002037|277|002A1A
482770005002038|277|002A1A
482770005002039|277|002A1A
482770005003000|277|002A1A
482770005003001|277|002A1A
482770005003002|277|002A1A
482770005003003|277|002A1A
482770005003004|277|002A1A
482770005003005|277|002A1A
482770005003006|277|002A1A
482770005003007|277|002A1A
482770005003008|277|002A1A
482770005003009|277|002A1A
482770005003010|277|002A1A
482770005003011|277|002A1A
482770005003012|277|002A1A
482770005003013|277|002A1A
482770005003014|277|002A1A
482770005003015|277|002A1A
482770005003016|277|002A1A
482770005003017|277|002A1A
482770005003018|277|002A1A
482770005003019|277|002A1A
482770005003020|277|002A1A
482770005003021|277|002A1A
482770005003022|277|002A1A
482770005003023|277|002A1A
482770005003024|277|001A5A
482770005003025|277|002A1A
482770005003026|277|002A1A
482770005003027|277|002A1A
482770005003028|277|002A1A
482770005003029|277|002A1A
482770005003030|277|002A1A
482770005003031|277|001A5A
482770005003032|277|001A5A
482770005003033|277|002A1A
482770005003034|277|002A1A
482770005003035|277|002A1A
482770005003036|277|002A1A
482770005003037|277|001A5A
482770005004000|277|002B2A
482770005004001|277|002B2A
482770005004002|277|002B2A
482770005004003|277|002B2A
482770005004004|277|002B2A
482770005004005|277|002B2A
482770005004006|277|002B2A
482770005004007|277|002B2A
482770005004008|277|002A1A
482770005004009|277|002A1A
482770005004010|277|002A1A
482770005004011|277|002B2A
482770005004012|277|002B2A
482770005004013|277|002B2A
482770005004014|277|002B2A
482770005004015|277|002B2A
482770005004016|277|002B2A
482770005004017|277|002B2A
482770005004018|277|002B2A
482770005004019|277|002B2A
482770005004020|277|002B2A
482770005004021|277|002A1A
482770005004022|277|002A1A
482770005004023|277|002A1A
482770005004024|277|002B2A
482770005004025|277|002B2A
482770005004026|277|002B2A
482770005004027|277|002A1A
482770005004028|277|002A1A
482770005004029|277|002A1A
482770005004030|277|002A1A
482770005004031|277|002A1A
482770005004032|277|002A1A
482770005004033|277|002A1A
482770005004034|277|002A1A
482770005004035|277|002A1A
482770005004036|277|002A1A
482770005004037|277|002A1A
482770005004038|277|002A1A
482770005004039|277|002A1A
482770005004040|277|002A1A
482770005004041|277|002A1A
482770005004042|277|002A1A
482770005004043|277|002A1A
482770005004044|277|002A1A
482770005004045|277|002A1A
482770005004046|277|002A1A
482770005004047|277|002A1A
482770005004048|277|002B2A
482770005004049|277|002B2A
482770005004050|277|002B2A
482770005004051|277|002B2A
482770005004052|277|002B2A
482770005004053|277|002B2A
482770005004054|277|002B2A
482770005004055|277|002B2A
482770005004056|277|002B2A
482770005004057|277|002B2A
482770005004058|277|002B2A
482770005004059|277|002B2A
482770005004060|277|002B2A
482770005004061|277|002B2A
482770005004062|277|002B2A
482770005004063|277|002B2A
482770005004064|277|002B2A
482770005004065|277|002B2A
482770005004066|277|002B2A
482770005004067|277|002A1A
482770005004068|277|002A1A
482770005004069|277|002A1A
482770005004070|277|002A1A
482770005004071|277|002A1A
482770005004072|277|001A5A
482770005004073|277|001A5A
482770005004074|277|002A1A
482770005004075|277|002A1A
482770005004076|277|002A1A
482770005004077|277|002B2A
482770005004078|277|001A5A
482770005004079|277|001A5A
482770005004080|277|002B2A
482770005004081|277|001A5A
482770005004082|277|001A5A
482770005004083|277|001A5A
482770005004084|277|002A1A
482770006001000|277|003H3C
482770006001001|277|003H3C
482770006001002|277|003H3C
482770006001003|277|003H3C
482770006001004|277|003H3C
482770006001005|277|003H3C
482770006001006|277|003H3C
482770006001007|277|003H3C
482770006001008|277|003H3C
482770006001009|277|003H3C
482770006001010|277|003H3C
482770006001011|277|003H3C
482770006001012|277|003H3C
482770006001013|277|003H3C
482770006001014|277|003H3C
482770006001015|277|002B2A
482770006001016|277|002B2A
482770006001017|277|002B2A
482770006001018|277|002B2A
482770006001019|277|002B2A
482770006001020|277|002B2A
482770006001021|277|002B2A
482770006001022|277|002B2A
482770006001023|277|002B2A
482770006001024|277|002B2A
482770006001025|277|002B2A
482770006001026|277|002B2A
482770006001027|277|002B2A
482770006001028|277|002B2A
482770006001029|277|002B2A
482770006001030|277|002B2A
482770006001031|277|002B2A
482770006001032|277|002B2A
482770006001033|277|002B2A
482770006001034|277|002B2A
482770006001035|277|002B2A
482770006001036|277|002B2A
482770006001037|277|002B2A
482770006001038|277|002B2A
482770006001039|277|002B2A
482770006001040|277|002B2A
482770006001041|277|002B2A
482770006001042|277|002B2A
482770006001043|277|002B2A
482770006001044|277|002B2A
482770006001045|277|002B2A
482770006001046|277|002B2A
482770006001047|277|002B2A
482770006001048|277|002B2A
482770006001049|277|002B2A
482770006001050|277|002B2A
482770006001051|277|003H3C
482770006001052|277|003H3C
482770006001053|277|002C3A
482770006002000|277|002B2A
482770006002001|277|002B2A
482770006002002|277|002B2A
482770006002003|277|002B2A
482770006002004|277|002B2A
482770006002005|277|002B2A
482770006002006|277|002B2A
482770006002007|277|002B2A
482770006002008|277|002B2A
482770006002009|277|002B2A
482770006002010|277|002B2A
482770006002011|277|002B2A
482770006002012|277|002B2A
482770006002013|277|002B2A
482770006002014|277|002B2A
482770006002015|277|002B2A
482770006002016|277|002B2A
482770006002017|277|002B2A
482770006002018|277|002B2A
482770006002019|277|002B2A
482770006002020|277|002B2A
482770006002021|277|002B2A
482770006002022|277|002B2A
482770006002023|277|002B2A
482770006002024|277|002B2A
482770006002025|277|002B2A
482770006002026|277|002B2A
482770006002027|277|002B2A
482770006002028|277|002B2A
482770006002029|277|002B2A
482770006002030|277|002B2A
482770006002031|277|002B2A
482770006002032|277|002B2A
482770006002033|277|002B2A
482770006002034|277|002B2A
482770006002035|277|002B2A
482770006002036|277|002B2A
482770006002037|277|002B2A
482770006003000|277|003H3C
482770006003001|277|002B2A
482770006003002|277|002B2A
482770006003003|277|002B2A
482770006003004|277|002B2A
482770006003005|277|002B2A
482770006003006|277|002B2A
482770006003007|277|002B2A
482770006003008|277|002B2A
482770006003009|277|002B2A
482770006003010|277|002B2A
482770006003011|277|002B2A
482770006003012|277|002B2A
482770006003013|277|002B2A
482770006003014|277|002B2A
482770006003015|277|002B2A
482770006003016|277|002B2A
482770006003017|277|002B2A
482770006003018|277|002B2A
482770006003019|277|002B2A
482770006003020|277|002B2A
482770006003021|277|002B2A
482770006003022|277|002B2A
482770006003023|277|002B2A
482770006003024|277|002B2A
482770006003025|277|002B2A
482770006003026|277|002B2A
482770006003027|277|002B2A
482770006003028|277|002B2A
482770006003029|277|002B2A
482770006003030|277|002B2A
482770006003031|277|002B2A
482770006003032|277|002B2A
482770006003033|277|002B2A
482770006003034|277|002B2A
482770006003035|277|002B2A
482770006003036|277|002B2A
482770006003037|277|002B2A
482770006003038|277|002B2A
482770006003039|277|002B2A
482770006003040|277|002B2A
482770006003041|277|002B2A
482770006003042|277|002B2A
482770006003043|277|002B2A
482770006003044|277|002B2A
482770006003045|277|002B2A
482770006003046|277|002B2A
482770006003047|277|002B2A
482770006003048|277|002B2A
482770006003049|277|002B2A
482770006003050|277|002B2A
482770006003051|277|002B2A
482770006003052|277|001A5A
482770006003053|277|002B2A
482770006003054|277|002B2A
482770006003055|277|002B2A
482770006003056|277|002B2A
482770006003057|277|002B2A
482770006003058|277|002B2A
482770007001000|277|003H3C
482770007001001|277|003H3C
482770007001002|277|003H3C
482770007001003|277|003H3C
482770007001004|277|003H3C
482770007001005|277|003H3C
482770007001006|277|003H3C
482770007001007|277|003H3C
482770007001008|277|003H3C
482770007001009|277|003H3C
482770007001010|277|003H3C
482770007001011|277|003H3C
482770007001012|277|003H3C
482770007001013|277|003H3C
482770007001014|277|003H3C
482770007001015|277|003H3C
482770007001016|277|003H3C
482770007001017|277|003H3C
482770007001018|277|002C3A
482770007001019|277|002C3A
482770007001020|277|002C3A
482770007001021|277|002C3A
482770007001022|277|002C3A
482770007001023|277|002C3A
482770007001024|277|002C3A
482770007001025|277|002C3A
482770007001026|277|002C3A
482770007001027|277|002C3A
482770007001028|277|002C3A
482770007001029|277|002C3A
482770007001030|277|002C3A
482770007001031|277|002C3A
482770007001032|277|002C3A
482770007001033|277|002C3A
482770007001034|277|002C3A
482770007001035|277|002C3A
482770007001036|277|002C3A
482770007001037|277|002C3A
482770007001038|277|002C3A
482770007001039|277|002C3A
482770007001040|277|003H3C
482770007001041|277|003H3C
482770007001042|277|003H3C
482770007001043|277|003H3C
482770007001044|277|003H3C
482770007001045|277|003H3C
482770007001046|277|00003G
482770007001047|277|00003G
482770007001048|277|00002G
482770007001049|277|003H3C
482770007001050|277|003H3C
482770007001051|277|002C3A
482770007001052|277|002C3A
482770007001053|277|002C3A
482770007001054|277|002C3A
482770007001055|277|002C3A
482770007001056|277|002C3A
482770007001057|277|002C3A
482770007001058|277|002C3A
482770007001059|277|002C3A
482770007001060|277|002C3A
482770007001061|277|002C3A
482770007001062|277|002C3A
482770007001063|277|002C3A
482770007002000|277|002C3A
482770007002001|277|002C3A
482770007002002|277|002C3A
482770007002003|277|002C3A
482770007002004|277|002C3A
482770007002005|277|002C3A
482770007002006|277|002C3A
482770007002007|277|002C3A
482770007002008|277|002C3A
482770007002009|277|002C3A
482770007002010|277|002C3A
482770007002011|277|002C3A
482770007002012|277|003H3C
482770007002013|277|002C3A
482770007002014|277|002C3A
482770007002015|277|002C3A
482770007002016|277|002C3A
482770007002017|277|002C3A
482770007002018|277|003H3C
482770007002019|277|003H3C
482770007002020|277|003H3C
482770007002021|277|003H3C
482770007002022|277|003H3C
482770007002023|277|003H3C
482770007002024|277|003H3C
482770007002025|277|003H3C
482770007002026|277|00002G
482770007002027|277|00002G
482770007002028|277|00002G
482770007002029|277|00002G
482770007002030|277|00002G
482770007002031|277|002C3A
482770007002032|277|002C3A
482770007002033|277|002C3A
482770007002034|277|002C3A
482770007002035|277|002C3A
482770007002036|277|002C3A
482770007002037|277|002C3A
482770007002038|277|002C3A
482770007002039|277|00002G
482770007002040|277|002C3A
482770007002041|277|002C3A
482770007002042|277|002C3A
482770007002043|277|002C3A
482770007002044|277|00002G
482770007002045|277|00002G
482770007002046|277|00002G
482770007002047|277|00002G
482770007002048|277|002C3A
482770007002049|277|00002G
482770007002050|277|00002G
482770008001000|277|002B2A
482770008001001|277|002B2A
482770008001002|277|002B2A
482770008001003|277|002B2A
